Category,Fibre 1 Number,Fibre 1,Fibre 1 % Range,Fiber 2 Number,Fibre 2,Fibre 2 % Range,Fibre 3 Number,Fibre 3,Fibre 3 % Range,Fibre 4 Number,Fibre 4,Fibre 4 % Range,Fibre 5 Number,Fibre 5,Fibre 5 % Range,Total Findings,Layers,survey
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,61-70%,25,Viscose,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,43,Elastane/spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,41-50%,1,Wool,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,71-80%,1,Wool,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,71-80%,1,Wool,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,1,Wool,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,61-70%,1,Wool,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,41-50%,1,Wool,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,81-90%,1,Wool,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,61-70%,1,Wool,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",30,Polyamide/nylon,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",30,Polyamide/nylon,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",39,Polyurethane,71-80%,52,Other,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",4,Silk,71-80%,5,Cotton,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",4,Silk,41-50%,1,Wool,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",39,Polyurethane,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",39,Polyurethane,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",4,Silk,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",4,Silk,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",4,Silk,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",4,Silk,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",4,Silk,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",4,Silk,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",4,Silk,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",4,Silk,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",8,True Hemp,51-60%,35,Polyester,21-30%,5,Cotton,10-20%,NA,NA,NA,NA,NA,NA,3,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",25,Viscose,51-60%,35,Polyester,21-30%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",25,Viscose,51-60%,35,Polyester,21-30%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",25,Viscose,41-50%,35,Polyester,21-30%,30,Polyamide/nylon,21-30%,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",4,Silk,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",4,Silk,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",4,Silk,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",4,Silk,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",4,Silk,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",4,Silk,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",4,Silk,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",4,Silk,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",4,Silk,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",25,Viscose,51-60%,52,Other,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",25,Viscose,41-50%,1,Wool,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,71-80%,30,Polyamide/nylon,21-30%,43,Elastane/spandex,<10%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,30,Polyamide/nylon,<10%,43,Elastane/spandex,<10%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,41-50%,30,Polyamide/nylon,41-50%,43,Elastane/Spandex,<10%,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,61-70%,30,Polyamide/nylon,21-30%,52,Other,<10%,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,61-70%,30,Polyamide/nylon,21-30%,52,Other,<10%,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,51-60%,26,Acrylic,31-40%,30,Polyamide/nylon,<10%,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,41-50%,5,Cotton,41-50%,30,Polyamide/nylon,<10%,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,41-50%,25,Viscose,21-30%,30,Polyamide/nylon,21-30%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,41-50%,25,Viscose,31-40%,35,Polyester,21-30%,NA,NA,NA,NA,NA,NA,5,1,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,41-50%,26,Acrylic,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,41-50%,26,Acrylic,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,41-50%,26,Acrylic,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,51-60%,5,Cotton,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,81-90%,2,"Animal hair (alpaca, llama, camel, kashmir goat, angora goat, angora rabbit)",10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,71-80%,2,"Animal hair (alpaca, llama, camel, kashmir goat, angora goat, angora rabbit)",10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,41-50%,52,Other,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,61-70%,30,Polyamide/nylon,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,61-70%,30,Polyamide/nylon,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,61-70%,30,Polyamide/nylon,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,61-70%,30,Polyamide/nylon,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,71-80%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,71-80%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,71-80%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,71-80%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,41-50%,35,Polyester,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,81-90%,35,Polyester,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Survey 2
"Handkerchiefs, ties, scarves, gloves and other",1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
